"HolderAddress","Balance","PendingBalanceUpdate"
"0xa307064b05b598c47aca897b1a42f0c84bfc52ac","1000","No"
"0xa45d54bb12ab28fcde47a7c9e2e82d6c24e56119","1000","No"
"0xa478e7a8792b584845cfe27819761e16422154b4","1000","No"
"0xa4c8d90f061e69fa63c94d148b51eea7833ea7f3","3000","No"
"0xa5aa34f78d1823c347faa933a632f07be6788b52","1000","No"
"0xa5c80be2c4d2dca26c3cba2cd9d4a3c4cf3212ea","76200","No"
"0xa6d21cf923f5911f8f5db2ae0f5d0dc23b9ce665","1000","No"
"0xa6e59b844891e619801b298f4f0af52054513a3c","1000","No"
"0xa73acbc510c5e0c4485a284795847a9fcce89352","1000","No"
"0xa7cc956b044fd760732ceb8a659f45f717fe88fe","1000","No"
"0xa8dbe920eb44a68f847e35283c5245474499e486","1000","No"
"0xa90c42f75c1dcbf19408df6435cee0e1146cf257","1000","No"
"0xaa3654796c5a05e5311af191732945a2e616d487","1000","No"
"0xab5b57832498a2b541aaa2c448e2e79d872564e0","1000","No"
"0xab98594140d7dc21070fbe4106da840bdbe7494e","1000","No"
"0xabcb10c500b71b19adbd339e13c9b5536e261bd9","1000","No"
"0xac4361f56c82ed59d533d45129f407015d84702a","1000","No"
"0xacb87fcf28bd3c3e8411d483461bfca576d4b37c","1000","No"
"0xad74d773f534da4c45c8cc421acce98ff3769803","1000","No"
"0xae26b20104f4b7ef39d23e01b83048f28cbae01d","1000","No"
"0xae86878be57a0264fee69069e097452ecc0d699c","6331.4761","No"
"0xb08f95dbc639621dbaf48a472ae8fce0f6f56a6e","1000","No"
"0xb09861246e4149afa18581449c0bb6d4f56bfee3","1000","No"
"0xb0a4c6cd3cb5181b30d310646fbf318a6f6767b8","1000","No"
"0xb0fce864564433c5304f8e64198191e9ef5508e3","1000","No"
"0xb14be0a9f67ef3e8bbf44cfc516ad17d186b3aa2","1000","No"
"0xb27409bc4109c3cc25a035e2f2d61e9f757e7a99","5592.0913","No"
"0xb2ae49c0ae0a0cbefb3cd050de7915516d0c3082","1000","No"
"0xb2e714bf6b0cdde7f27316132fb612315f3faf91","1000","No"
"0xb2ee477ced8d69afdb5707b31170c782f5f26f5b","1000","No"
"0xb32e083709588a1b3fa9c115c48051e61cbeba0a","1000","No"
"0xb36779e0524d1efd6a0b98ffb8a4c63c8009b1ac","1000","No"
"0xb394e284b59e95599151bed5d39a8f3c00acc54e","1000","No"
"0xb394f1aa30ba874df3ae6097bf4c2474b2d8f3ac","1000","No"
"0xb3a0867e0210bdde482729ea7a51d74f6a9948b5","1000","No"
"0xb440d55d052e42e69784b5a6ba250dd15b6afacb","1000","No"
"0xb47666a6d0096d5871c51d9bee04b6f97f773f6b","1000","No"
"0xb4968ae81fdd1bc3b8fbf832ffda61bc337f5118","1000","No"
"0xb4a8bf692110a7f66a8bb8071024ec148cca80f0","1000","No"
"0xb4aae67267a76c11f2a00fe7304c6d716c2f65e5","1000","No"
"0xb4e747c6a485ff2b19e9bf716899cb6d3e20e357","1367.3017","No"
"0xb53349160e38739b37e4bbfcf950ed26e26fcb41","3000","No"
"0xb63a5c5710f06e111fa14ac82da2183c5102b504","1000","No"
"0xb6685d3849f2932c89c030f49e1bd8a994589b1d","1000","No"
"0xb6ad61b7558c718269a9129bd9ed9839d88a126a","1000","No"
"0xb764a4d0e93719ee280b63e23fb45ec4d1e68093","1000","No"
"0xb8c50ae12576069aa5ef8304356957efc12d4f38","1000","No"
"0xb96dc6749fb274def23a56016e426c03a32c1214","1000","No"
"0xb9815fbab71b377a3313f8a01f91e7fb222e4dff","1000","No"
"0xba178ae12daa78de6592847cf8bb26508ae5d5db","1000","No"
"0xba7943e8b4ad7607af6fd22cc31c68e8baab61ac","1000","No"
"0xbac42c9b32e574f41b86e20fba0cf479a5a1ca58","1000","No"
"0xbb403d793dda52f8512950953771b7c341086120","1000","No"
"0xbd18f7d198abd89576fc2bc165b87f3eae0aa97d","1000","No"
"0xbd23ba386baf796b6526e1670d9dddf1f7b15ebb","1000","No"
"0xbd72d021d3cb334deb3151db905ee073b8eee518","1000","No"
"0xbd9e322303fa0ee764d8efb497ca4b81589a281a","1317.7719","No"
"0xbe81cca2fc9f28e24ede0363ddfcdcba31ab1e3f","1000","No"
"0xbf15754dc61f5e552a5c5a51e6b571d567798650","1000","No"
"0xbfbe29231556b51d0f6745e70285224bc1cf1f72","2000","No"
"0xc15730bfa121a6146a5ff6279f0c5ee32cafb5dc","1786.2687","No"
"0xc22103115ea757c427788622880be6afb8a4eb64","100000.001","No"
"0xc229d7d3dd662a1b107e29aa84bb0c8ff609cf3a","1000","No"
"0xc22df065a81f6e0107e214991b9d7fb179d401b3","5000","No"
"0xc2b35534e47cdf3d787e01630129631d8270abfb","1000","No"
"0xc2c1feec15a391938abe751896965a8bd9ed20ad","4000","No"
"0xc2f82a1f287b5b5aebff7c19e83e0a16cf3bd041","1000","No"
"0xc309fe7bbcde7f47d9d4781e7937f4052fb6f302","1000","No"
"0xc3a7bf2c9d9d04a789ca41f160bfdbbd73b5dbd5","3000","No"
"0xc3ee900a4c8152d3f5c200dd9c4470ac4ad17c7b","1000","No"
"0xc40336f122d14ecfd16c74ed1e1b6563b7354d4f","1000","No"
"0xc44788726d184fe8ce4f03d4c4cd54ef8464de66","1000","No"
"0xc45d45b54045074ed12d1fe127f714f8ace46f8c","1000","No"
"0xc46db2d89327d4c41eb81c43ed5e3dff111f9a8f","1000","No"
"0xc4798b79d22630cee83b4ecb0fd98cd5ff0fbb62","3000","No"
"0xc51505386b5a1d3e7ecb88cec112796d8cee0250","1000","No"
"0xc5e38233cc0d7cff9340e6139367aba498ec9b18","1000","No"
"0xc659284cd530f1df076b38a469c4207d731a2710","1000","No"
"0xc68dfa53e15faa622f6c45aae18fea48db5af86b","1000","No"
"0xc6c2d51ed240a64f322fb7c7c582d6e5fdcaa933","1000","No"
"0xc6e15a87dff030998548e6f555ca1fb41a177d6b","1000","No"
"0xc7391970d642faf65fabac8f63b0d41c4481d787","1000","No"
"0xc8301d3780efff7ee9fc579ab3b78aa5d6885a0a","1000","No"
"0xc93cf16e82c26639cc8bfa5b2de1875be7329d14","1000","No"
"0xc948454951290bbb83e6d56e6fee5e9653750e7f","1000","No"
"0xc991dcbd79233994c5f5d3f347b020d46870a1f2","1000","No"
"0xc9ab5825ceacc38a014ecc349bd3fb8572de81d4","1000","No"
"0xc9d25b9a3496c776688833d6ccfe507ef4f41645","1000","No"
"0xca11d10ceb098f597a0cab28117fc3465991a63c","1000","No"
"0xcb28f90dcab551f9fc17afdd85a09495a87f078e","1000","No"
"0xcbc7d0ff51d37b60ba741bf566496bba53b5eea2","3000","No"
"0xcc102bd8edd910f40110c8eadf646ed45ab5044f","1000","No"
"0xcc47fcbfdd6e558fb39cf5ef4d92e59890476b86","6000","No"
"0xcca11a8edb05d64a654092e9551f9122d70ea80e","1000","No"
"0xcd949b3439a8f84f2465d468b00eb573b1eb5408","1000","No"
"0xce7a9f981a2a79c79340297edff7bb6b73f71913","1000","No"
"0xcf388e3e5742c8b78ff13bf07445da255a124248","1000","No"
"0xcf6165e56c3383978f6eaaf58b314af41569c0f0","1000","No"
"0xcf88fa6ee6d111b04be9b06ef6fad6bd6691b88c","1000","No"
"0xcfac03981285157c1745c4cee41fffd3bb45be0c","1000","No"
"0xd0f20cd4c6f377137931b83be415dd956bd72ad4","1000","No"
"0xd22886236f453e9407f54cc2706b2e9c87789702","1000","No"
"0xd239febd25f7318ea099e1b4eb2c2ac9e1a0f787","1000","No"
"0xd26d6e324b40f4f0f533e3d6a781f6e602bc2549","5000","No"
"0xd3d395877d7f5015cf98ba9a8645f13170863041","1000","No"
"0xd4123a5d361ead832058493dab34210aa4a9b152","1000","No"
"0xd441c4966dc9e80a335c2c119dd22393288ecda7","1000","No"
"0xd4a08cf067c83d1b2cc1d26831569b7850804be7","1000","No"
"0xd4d8564baace86315f02e91d1afd54a5979719e3","1000","No"
"0xd58c34ee7c561a19e9c2ec9e5f823df24bbb6b41","1000","No"
"0xd5b3988ed0ab5ec375e51bb6fd10e205cec16a2e","1000","No"
"0xd64836135240b9c1580c87f4660a369cb264b7f7","1000","No"
"0xd67da3d36085b966b1fd7f72dd8bd7e5dc630f7d","3000","No"
"0xd6a7f1b4b56642b7214fa3578565aef93dd0d5b9","1000","No"
"0xd6cda153346b0fae04346f20934a049699079ca0","1000","No"
"0xd6d7ea4833f22edbed3dbd3d71adf3cdd8e36a01","1000","No"
"0xd6dd6961d3224958fcd306b76a991ab974ec1ebc","1000","No"
"0xd78901d07221edc5f7af21ad59a392a50e406d52","3000","No"
"0xd7d3239511e5f9fd702c78bda9fe3dd8670d5be0","1000","No"
"0xd7fe1d2cc532fa4f5b2103e1dba3dc20866665fb","6000","No"
"0xd887758a36bbf3c44ba3f1ffa0d8ff8d536cc129","1000","No"
"0xd934cc70b1b06256581527a534285f5bd6a7edc7","3000","No"
"0xd9d23db5632262033ad9f73ac8fbba8d76d00188","3000","No"
"0xd9ffaf2e880df0cc7b7104e9e789d281a81824cf","5000","No"
"0xda3c325ab45b30aeb476b026fe6a777443ca04f3","1000","No"
"0xda6bb8c5507aff8c9ed9d787c1e8a82a0a79d629","1000","No"
"0xdaef5bd71a343ebc6eece4ad6081081774d9d556","3000","No"
"0xdbf58407556c99ec0ec743f4c2549fcfa467fa67","1000","No"
"0xdc0046b52e2e38aee2271b6171ebb65ccd337518","1000","No"
"0xdc1f218011888ce3da16bf403833a78cf5e2de47","1000","No"
"0xdcd50efb4ccdc9c409b4a4d8eb919ed301c86abe","1000","No"
"0xdd03fa85570ead9ea86efa9699cd4f447d090463","1000","No"
"0xdd1e6fee5428f89391963adc501d6a5fb9d9997e","1000","No"
"0xdd6cb36a0c22fdb2abc5e2ec9d96db68c29f69de","1000","No"
"0xde3ba1b41e6c612a3ca3213b84bdaf598dffdb9b","1000","No"
"0xde639a0031a60fcdc248307b7158e2bd708b2aae","5000","No"
"0xde9acaed6ba8386cf5f9fc5cc4e0c88c40f3bb2c","1000","No"
"0xdeed78eea3999c5f2ac2f344de9f459a2f0b10c2","1000","No"
"0xdf9749659a797f991693f16a9ace4b5347f77e5e","1000","No"
"0xe0b36e06dcb67c1545f091eda3e5d8004dda82fa","1000","No"
"0xe113e7b1e8ecd07973ea40978aed520241d17f27","1000","No"
"0xe1471b2a4fa06ce0eb783f34a29b5e897d306ffd","1000","No"
"0xe1b2aa6bd05cb957e2b56425dec7997e8c9a7e02","1000","No"
"0xe27c5d32ff9180fcb04d095cf4ee6a4000ebe7f8","3000","No"
"0xe36587a9a611a4d5726ed35038cbfcad37f0eef1","1000","No"
"0xe3e3e34ca7efb7b6bd33a5b4408fe6eef3114d63","1000","No"
"0xe4c8efd2ed3051b22ea3eede1af266452b0e66e9","1000","No"
"0xe568301a5cdc88c4f84b7fa87ad7997b99e8ae50","1000","No"
"0xe72eb31b59f85b19499a0f3b3260011894fa0d65","1000","No"
"0xe74ca58ef724b94fac7f2e09e2e48536a5c1ad03","1000","No"
"0xe75304fe5bb590b6dea3ca13a8abab257c12e753","1000","No"
"0xe75b05cf7f73c2808c711d38488cc8e0186d259e","1000","No"
"0xe8000117b9fcaa0612d0bb872846eba74f9aa43d","1000","No"
"0xe85dff97c86e74dfce47025987f7687085dac21c","1000","No"
"0xe8b15352c8b5ba4acabdc91907b742fc7249d91c","1000","No"
"0xe98903c3a84e7208806f0da97af42014ef1c8a92","2000","No"
"0xeb54d707252ee9e26e6a4073680bf71154ce7ab5","1000","No"
"0xeb5d900d4dd54ea5297070ecbbe31a9cbb35da42","1000","No"
"0xebc502908df2d0ac5e84cc20a0780bcb9456f8ec","1000","No"
"0xebf02c6e12c3ee119abba161c40bfeead0a06b15","6000","No"
"0xec6105b12b3b6f950cc02db88c14846719a66615","1000","No"
"0xec6d36a487d85cf562b7b8464ce8dc60637362ac","1000","No"
"0xec93f8da4c1c39bcf05d3080db267d6f52aa8eed","1000","No"
"0xed9b15ba4d0e3d8bb1825f1b994eb6406d8b3a92","1000","No"
"0xedf7b675a2fe3c27efb263fb4c204a3f0fb17d46","1000","No"
"0xee112b67e1d3f641f1e3dfa6c158feb9a4dc2e72","1000","No"
"0xee113b5073b088d53a4931842834d77c4aacc365","1000","No"
"0xee402489d83e2b22d496910f8c810d35a3ad7b25","8602.4113","No"
"0xee47086e3f4e934b38eed62389874af9a250dca7","1000","No"
"0xee620a0991d57f464aad452789a4564ba51245e8","1000","No"
"0xee88a8f50f1b77adc695dfcc34b0c820ec8a3278","1000","No"
"0xef36ce65ecac854ac0de425fe4323ac2f3710768","1000","No"
"0xef6d69922bc2d038cb508086846524f8011c4a74","1000","No"
"0xef80395b4943e1741c92a6f2119eba58cfed889a","3000","No"
"0xefcc4c68e1ddfaa4f0fa3a7479f0fb082f96a56b","1000","No"
"0xf09631d7ba044bfe44bbfec22c0a362c7e9dcdd8","10000","No"
"0xf0d6999725115e3ead3d927eb3329d63afaec09b","1000","No"
"0xf0fd037511e95b090afafd8b414d6584ddf3effb","1000","No"
"0xf12589545e2a03e861fe932c0e990e9a438c4304","100000.001","No"
"0xf1be360ab17648631cef1be4d5a2a5aefb8734d4","1000","No"
"0xf1e1c701b49b1dc2405a9e8ef40f9f88802b80fa","1000","No"
"0xf2565fd865648012da5b8c4c8a6b444e244ed250","1000","No"
"0xf2855ef7c734ec1f965915daafe668450e4b8212","1000","No"
"0xf29155745c8ee222d4f7d6a2a7a50c1901f27de2","1000","No"
"0xf29dbc79ae222677f8a91dbe55cf052e61c206fd","1000","No"
"0xf2c16ae7887450ce0018cdbad26cfdbab183ffee","1000","No"
"0xf3860788d1597cecf938424baabe976fac87dc26","15000","No"
"0xf3b1b6e83be4d55695f1d30ac3d307d9d5ca98ff","1000","No"
"0xf3b9640c32590bfb94b848f9dc5a84127f91fe33","1000","No"
"0xf44302f691a6282b52dda6015b09ee8920008d4f","1000","No"
"0xf5762806926b6d713a491fac8d4ca3a9e692b708","1000","No"
"0xf5c1d55e94726962b4b517c949120c42d646e455","1000","No"
"0xf6852df0c0a18ac3a4cb4b5d470895f86d3861ce","1000","No"
"0xf6e50f2d7348bd4c24e0a29ea6f43ae9763d969e","1000","No"
"0xf7253774bd260755d61ae09447e3e49f3c97e9a0","3000","No"
"0xf7ae063de5ef4bcbb98b2bd27afb66c59d885fc0","1000","No"
"0xf8e58bb6d7897441c2b39d0fdf4d72a2635d8f0a","3000","No"
"0xf9107317b0ff77ed5b7adea15e50514a3564002b","1000","No"
"0xf92bb2215684c353b4009395061ee7652883c365","1000","No"
"0xf930b0a0500d8f53b2e7efa4f7bcb5cc0c71067e","1500","No"
"0xf9b7850ee758ca9878a052aeed04f24a50531ea1","1000","No"
"0xfa449503dc956c0f008903fe00cc30f50e07e745","1000","No"
"0xfa46dedf812c5803b1e2cea10eef3f27dafeca56","1000","No"
"0xfa708771230db548b78348d7abce4525e1b9ac9f","3000","No"
"0xfa893e0326bc79aa30d72d64359e784770376d90","121000","No"
"0xfb1369548e5b8768ca2c3ada0556606bd7d8b615","1000","No"
"0xfb6223ea050a0956cdf294129a00f66b5ae4f5a5","1000","No"
"0xfbed5277e524113df313f9f6b29fde8677f4e936","1000","No"
"0xfcb1446008820afe90348048b633bc52173f18a1","1000","No"
"0xfd41bef1fd45d7db65fb8f4cd3804e4c8daff6b9","1000","No"
"0xfd53dda632803ecfa420d44bc43542264d49545c","1000","No"
"0xfea6145aec3832672df239639fbc1db273ace241","1000","No"
"0xfef3427ccb8f70dae9930ae9f99650e36c9159e7","1000","No"
"0xffb6d97bd1e7b7bd08595096d15037401a1f416b","6600","No"
"0xffe2fbf2e5be66fbc0323e25060f74a4f4075afa","100000.001","No"
